listings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
host_response_rate,host_listings_count,host_total_listings_count,zipcode,latitude,longitude,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,calculated_host_listings_count,reviews_per_month
100%,1,1,100025,39.91857560753759,116.4782464551373,2,0.5,1,1,,$ 288.00,,,,,1,$ 0.00,1,1125,10,40,70,345,0,,,,,,,,moderate,1,
100%,4,4,100001,39.95141998203764,116.42921638441406,2,1,1,1,,$ 89.00,,,$ 636.00,,1,$ 32.00,1,90,18,48,78,353,1,100,10,10,10,10,8,8,flexible,4,1
75%,1,1,100077,39.86674265060488,116.39102757816082,2,1,1,1,,$ 82.00,,,$ 0.00,$ 0.00,1,$ 0.00,3,14,22,44,67,67,0,,,,,,,,flexible,1,
100%,1,1,100001,39.93331930239829,116.45360804367402,2,1,1,1,,$ 192.00,,,,,1,$ 0.00,4,13,13,13,13,13,0,,,,,,,,moderate,1,
100%,7,7,100073,39.87837895320729,116.30144940649409,6,1,2,3,,$ 486.00,,,,,1,$ 0.00,1,1125,20,50,80,355,0,,,,,,,,moderate,5,
100%,2,2,100069,39.869836694051735,116.37198865253278,2,1,1,1,,$ 281.00,,,,,1,$ 0.00,1,1125,17,47,77,352,2,90,9,9,10,10,10,10,flexible,2,2
N/A,1,1,100052,40.08740851781493,116.54010809713319,3,1,0,2,,$ 370.00,,,,,1,$ 0.00,1,1125,29,59,89,179,0,,,,,,,,flexible,1,
100%,1,1,100096,39.95633763398527,116.4438400533457,2,1,1,1,,$ 157.00,,,,,1,$ 0.00,7,120,0,0,12,102,0,,,,,,,,flexible,1,
N/A,1,1,102200,40.21846323776768,116.22722812408696,2,1,1,1,,$ 281.00,,,$ 0.00,$ 0.00,1,$ 50.00,1,30,20,50,80,170,0,,,,,,,,flexible,1,
91%,2,2,100000,39.942498224832995,116.09651301899792,3,1,1,1,,$ 288.00,,,,,1,$ 0.00,1,120,29,59,89,364,0,,,,,,,,flexible,2,
100%,1,1,100010,39.8509479533814,116.56436702757786,4,1,2,2,,$ 274.00,,,,,1,$ 0.00,1,1125,28,58,88,178,1,,,,,,,,flexible,1,1
93%,6,6,,39.90038041364012,116.43099630570218,4,1,1,1,,$ 500.00,,,,,1,$ 0.00,1,5,6,36,66,341,3,100,10,10,10,10,10,10,flexible,6,3
100%,7,7,102202,40.09863758305797,116.28752311404155,4,1,2,2,,$ 486.00,,,,,1,$ 0.00,1,1125,23,53,83,358,0,,,,,,,,flexible,7,
50%,9,9,102411,39.63080257116397,115.59669301119902,2,1,1,1,,$ 171.00,,,,,1,$ 0.00,1,1125,30,60,90,90,0,,,,,,,,flexible,9,
100%,3,3,102200,40.19815188626553,116.2340308562349,2,1,0,1,,$ 322.00,,,,,1,$ 0.00,1,1125,29,59,89,364,0,,,,,,,,flexible,3,
N/A,1,1,100022,39.90625538477605,116.47095028642057,4,1,2,2,,$ 780.00,,,"$ 1,000.00",$ 0.00,1,$ 0.00,1,1125,29,59,89,89,0,,,,,,,,flexible,1,
100%,1,1,100025,39.92535524090162,116.48218956764362,2,1,1,1,,$ 199.00,,,,,1,$ 0.00,3,20,11,12,15,15,0,,,,,,,,moderate,1,
100%,5,5,101100,39.920119979647204,116.65756874775418,4,2,2,2,,$ 301.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,5,
100%,5,5,100022,39.899200495907856,116.47150480232084,1,1,0,1,,$ 116.00,,,$ 800.00,$ 58.00,1,$ 50.00,1,1125,25,55,85,360,0,,,,,,,,flexible,5,
100%,1,1,100001,39.93948075923646,116.42159663733332,7,4,2,2,,"$ 10,001.00",,,,,1,$ 0.00,1,1125,30,60,90,180,0,,,,,,,,flexible,1,
100%,1,1,100096,39.97697915925791,116.43494984879185,2,1,1,1,,$ 137.00,,,,,1,$ 0.00,1,15,5,5,5,5,0,,,,,,,,flexible,1,
100%,2,2,100025,39.92974343606732,116.50102286895803,4,1,2,2,,$ 883.00,,,,,2,$ 500.00,1,30,13,13,13,13,0,,,,,,,,flexible,2,
100%,1,1,100071,39.851997884977514,116.44109874315937,1,1,1,1,,$ 151.00,,,,,1,$ 0.00,1,1125,7,16,20,20,0,,,,,,,,flexible,1,
100%,1,1,100051,39.898878776822436,116.40831364387171,2,1,1,1,,$ 472.00,,,$ 700.00,$ 60.00,1,$ 0.00,1,1125,25,55,85,360,1,100,10,10,10,10,10,10,moderate,1,1
100%,1,1,,39.92929350781976,116.5049361126877,1,1,1,1,,$ 75.00,,,,,1,$ 0.00,1,1125,0,0,12,12,1,,,,,,,,flexible,1,1
100%,15,15,,39.89472233277177,116.45915096203493,2,1,1,2,,$ 589.00,,,$ 0.00,$ 59.00,2,$ 50.00,1,5,25,55,85,164,3,100,10,10,10,10,10,10,moderate,15,3
100%,3,3,100001,39.94100747570175,116.44157906976736,3,1,0,1,,$ 465.00,,,,,1,$ 0.00,1,1125,17,47,77,167,0,,,,,,,,flexible,3,
100%,1,1,100055,39.890352190386466,116.34662195716989,3,3,1,2,,$ 370.00,,,$ 684.00,,1,$ 80.00,1,1125,28,58,88,363,0,,,,,,,,flexible,1,
88%,8,8,,39.89131506407611,116.32997594918105,4,1,2,2,,$ 507.00,,,$ 0.00,$ 80.00,2,$ 0.00,1,1125,25,55,85,360,0,,,,,,,,moderate,8,
100%,47,47,100036,39.90736687945126,116.30720624906758,4,1,1,2,,$ 397.00,,,,,1,$ 0.00,1,1125,17,47,77,352,0,,,,,,,,strict_14_with_grace_period,44,
100%,2,2,,39.9249514849481,116.4826583111186,1,1,2,2,,$ 199.00,,,,,1,$ 0.00,1,3,1,1,15,15,0,,,,,,,,flexible,1,
100%,1,1,102213,40.347544753885145,116.19318384639615,12,7,6,7,,"$ 1,787.00",,,,,1,$ 0.00,1,1125,21,51,81,356,0,,,,,,,,flexible,1,
98%,15,15,100037,39.92925249158099,116.34060329780588,4,1,2,2,,$ 548.00,,,$ 0.00,$ 79.00,1,$ 0.00,1,5,21,51,81,171,2,100,10,10,10,10,10,10,moderate,12,2
100%,2,2,100088,39.9513269341822,116.36808868083689,2,1,0,1,,$ 397.00,,,,,1,$ 0.00,1,1125,22,52,82,357,0,,,,,,,,flexible,2,
99%,42,42,100025,39.935491013959656,116.51796593905397,2,2,1,2,,$ 650.00,,,$ 0.00,$ 59.00,2,$ 50.00,1,5,21,51,81,171,1,100,10,10,10,10,10,10,moderate,25,1
70%,5,5,10010,39.8387565021624,116.38482852237587,2,1,0,1,,$ 288.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,5,
N/A,1,1,100080,39.94760499584359,116.71747804755093,2,1,1,1,,$ 500.00,,,,,1,$ 0.00,1,1125,7,7,7,7,0,,,,,,,,flexible,1,
100%,1,1,100096,39.97460806901606,116.4490138304847,1,1,0,1,,$ 137.00,,,,,1,$ 0.00,2,30,18,48,78,168,0,,,,,,,,flexible,1,
100%,3,3,100022,39.899245167669555,116.47995931348292,1,2,1,1,,$ 96.00,,,,,1,$ 0.00,1,1125,23,53,83,358,0,,,,,,,,flexible,3,
100%,4,4,100032,39.8825744640522,116.34575354521873,5,1,2,3,,$ 527.00,,,,,1,$ 0.00,1,1125,26,56,86,361,0,,,,,,,,flexible,4,
100%,1,1,100000,39.93143266465466,116.47246218282358,4,1,2,2,,$ 698.00,,,"$ 1,000.00",,1,$ 0.00,1,1125,14,44,74,164,0,,,,,,,,flexible,1,
100%,1,1,10000,39.839952295520035,116.38598417390736,2,1,1,1,,$ 288.00,,,,,1,$ 0.00,1,1125,26,56,86,86,0,,,,,,,,strict_14_with_grace_period,1,
100%,1,1,100055,39.89567461778993,116.33715478447724,1,2,1,1,,$ 178.00,,,$ 700.00,$ 100.00,1,$ 80.00,2,30,11,41,71,71,1,,,,,,,,moderate,1,1
100%,4,4,100032,39.882508828895375,116.34714991888323,4,1,2,3,,$ 465.00,,,,,1,$ 0.00,1,1125,27,57,87,177,0,,,,,,,,flexible,4,
N/A,1,1,100000,39.897699229505164,116.40877253517607,2,1,1,2,,$ 315.00,,,"$ 5,000.00",$ 100.00,1,$ 0.00,180,1125,28,58,88,363,0,,,,,,,,strict_14_with_grace_period,1,
100%,3,3,102109,40.5149596404873,116.1004218829895,15,6,5,7,,"$ 6,982.00",,,"$ 2,000.00",$ 300.00,1,$ 300.00,1,1125,20,50,80,355,0,,,,,,,,strict_14_with_grace_period,3,
98%,5,5,100000,39.927105679897856,116.44648475956174,6,1,2,3,,$ 589.00,,,,$ 110.00,1,$ 34.00,1,1125,18,48,78,168,2,100,10,10,10,10,10,10,flexible,4,2
100%,3,3,100000,39.970493956472524,116.71338307456213,4,1.5,2,3,,$ 780.00,,,,,1,$ 0.00,2,10,30,60,90,365,0,,,,,,,,flexible,2,
100%,1,1,100094,40.087248148293455,116.23771224328554,3,1,1,2,,$ 233.00,,,,,1,$ 0.00,1,1125,16,46,76,166,0,,,,,,,,flexible,1,
100%,2,2,100176,39.79249028730097,116.49635079763001,2,1,0,1,,$ 288.00,,,$ 684.00,$ 70.00,1,$ 119.00,4,1125,13,14,27,27,0,,,,,,,,flexible,2,
100%,1,1,102200,40.2126975263715,116.23673271197349,6,1,2,2,,$ 459.00,,,,,1,$ 0.00,1,1125,18,48,78,168,0,,,,,,,,flexible,1,
100%,2,2,102629,39.68598453440111,116.32245495241034,2,1.5,1,1,,$ 356.00,,,,,1,$ 0.00,1,1125,27,57,87,362,0,,,,,,,,flexible,2,
100%,3,3,100025,39.921208377316695,116.48511525404372,1,2,1,1,,$ 96.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,3,
100%,3,3,100025,39.92301503542185,116.48598553524027,2,1,0,1,,$ 267.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,3,
100%,1,1,100001,39.94636425326356,116.42567663359806,6,1,2,3,,$ 732.00,,,"$ 1,000.00",$ 85.00,6,$ 45.00,3,7,18,30,30,30,2,90,9,9,9,9,9,9,moderate,1,2
100%,5,5,100022,39.897443452189194,116.49419774490116,2,1,1,1,,$ 500.00,,,$ 0.00,$ 59.00,2,$ 50.00,1,365,13,43,73,73,3,100,10,10,10,10,10,10,moderate,5,3
75%,1,1,100096,39.99612818245104,116.47826961192717,3,1,1,1,,$ 561.00,,,,,1,$ 0.00,1,1125,29,59,89,89,0,,,,,,,,flexible,1,
100%,3,3,100000,40.122401503716645,116.6132949611125,4,2,2,2,,$ 500.00,,,,,1,$ 0.00,1,1125,27,57,87,362,1,100,10,8,10,10,8,10,flexible,3,1
100%,1,1,100000,39.88784567853483,116.39899518350734,2,1,0,1,,$ 301.00,,,,,1,$ 0.00,1,1125,29,59,89,89,0,,,,,,,,flexible,1,
100%,3,3,100000,39.88643148422589,116.68862708960005,5,2,3,3,,$ 678.00,,,,,1,$ 0.00,1,60,22,52,82,357,0,,,,,,,,flexible,3,
100%,83,83,100096,39.99283336778537,116.47368415807814,2,1,1,1,,$ 568.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,73,
100%,2,2,100085,40.030433253470946,116.36310559715206,2,2,1,1,,$ 199.00,,,$ 800.00,$ 50.00,2,$ 58.00,1,30,23,53,83,83,1,100,10,10,10,10,10,10,moderate,2,1
100%,4,4,100022,39.88907664309054,116.47948136350291,4,1,2,1,,$ 897.00,,,,,1,$ 0.00,1,1125,0,0,13,13,2,100,10,10,10,10,10,10,flexible,4,2
33%,1,1,100022,39.89465758826748,116.50689145200394,1,1,1,1,,$ 110.00,,,,,1,$ 0.00,1,1125,21,51,81,171,0,,,,,,,,flexible,1,
100%,4,4,100022,39.89069352925992,116.48010909228859,4,1,0,1,,$ 897.00,,,,,1,$ 0.00,1,1125,0,0,3,3,4,100,10,10,10,10,10,10,flexible,4,4
100%,83,83,100096,39.98948336238757,116.47777783914596,2,1,0,1,,$ 589.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,73,
100%,1,1,102202,40.07646204500139,116.27394358050388,1,1,1,1,,$ 233.00,,,,,1,$ 0.00,1,1125,30,60,90,90,0,,,,,,,,flexible,1,
100%,2,2,102102,40.37213786337052,115.96481191749389,16,7,7,10,,$ 68.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,strict_14_with_grace_period,2,
100%,83,83,100176,39.862374031203096,116.50125059151163,2,1,1,1,,$ 589.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,73,
100%,4,4,100022,39.88890627594641,116.48136290959732,4,1,0,1,,$ 999.00,,,,,1,$ 0.00,1,1125,0,0,13,13,2,100,10,10,10,10,10,10,flexible,4,2
100%,4,4,100022,39.89067906898096,116.48122334370554,4,1,0,1,,$ 876.00,,,,,1,$ 0.00,1,1125,0,0,13,13,1,100,10,10,10,10,10,10,flexible,4,1
100%,2,2,100085,40.029626881074826,116.36373775801027,2,2,1,1,,$ 199.00,,,$ 800.00,$ 50.00,2,$ 59.00,1,30,23,53,83,83,0,,,,,,,,moderate,2,
100%,5,5,100096,40.00946888441405,116.46596156341707,1,1,0,1,,$ 103.00,,,,,1,$ 0.00,1,1125,11,38,68,343,0,,,,,,,,strict_14_with_grace_period,4,
100%,2,2,102202,40.08680856694349,116.410056734707,3,2,1,2,,$ 199.00,,,$ 686.00,$ 0.00,3,$ 34.00,1,365,27,57,87,362,0,,,,,,,,moderate,2,
100%,1,1,100022,39.88469473529275,116.48696751292496,2,1,1,1,,$ 281.00,,,$ 0.00,$ 50.00,2,$ 100.00,1,1125,25,55,85,85,0,,,,,,,,strict_14_with_grace_period,1,
100%,3,3,100001,39.931899026723805,116.44150820796347,2,1,1,2,,$ 397.00,,,,,1,$ 0.00,1,1125,25,55,85,175,0,,,,,,,,flexible,3,
100%,1,1,100006,39.916427333855644,116.416288736949,2,1,1,1,,$ 411.00,,,,$ 90.00,1,$ 0.00,1,1125,0,29,59,149,1,,,,,,,,flexible,1,1
100%,3,3,100000,39.75588166480709,116.3337110807669,2,1.5,1,1,,$ 219.00,,,,,1,$ 0.00,1,1125,23,53,83,358,1,100,10,10,10,10,10,10,flexible,3,1
100%,28,28,100000,39.88722732930351,116.4656252956198,2,1,1,1,,$ 212.00,,,$ 666.00,,1,$ 0.00,1,1125,10,40,70,70,2,100,10,9,10,10,10,10,moderate,28,2
100%,1,1,100054,39.87539449159377,116.35168636505145,4,2,2,3,,$ 301.00,,,$ 0.00,$ 100.00,1,$ 0.00,1,1125,17,47,77,352,1,100,10,8,10,10,10,10,moderate,1,1
100%,8,8,10000,40.10858490896136,116.39490280052348,1,1,1,1,,$ 68.00,,,,,1,$ 0.00,1,1125,23,52,82,357,0,,,,,,,,flexible,8,
100%,7,7,100025,39.924768627679164,116.46856796342628,2,1,0,1,,$ 199.00,,,$ 0.00,$ 37.00,1,$ 0.00,1,1125,13,43,73,348,1,,,,,,,,flexible,7,1
100%,1,1,100083,39.98259679731965,116.37763639578007,3,1,1,2,,$ 260.00,,,$ 0.00,$ 0.00,2,$ 34.00,1,1125,11,41,71,214,0,,,,,,,,flexible,1,
100%,8,8,102211,40.10889973040246,116.39416638699201,2,1,1,1,,$ 164.00,,,,,1,$ 100.00,1,1125,26,56,86,176,0,,,,,,,,flexible,8,
100%,2,2,,39.91254720295547,116.49880498761796,2,1,1,2,,$ 301.00,,,"$ 1,000.00",$ 70.00,1,$ 99.00,1,1125,29,59,89,179,0,,,,,,,,moderate,2,
100%,2,2,101400,40.38066714536996,116.54389198117087,8,2,4,4,,"$ 2,177.00",,,,,1,$ 0.00,1,1125,14,44,74,349,0,,,,,,,,flexible,2,
100%,7,7,100022,39.88619628414798,116.47437713555115,2,1,1,1,,$ 431.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,7,
100%,8,8,102627,39.759942302537695,116.32635167438141,2,1,1,1,,$ 130.00,,,,$ 40.00,1,$ 35.00,1,1125,22,52,82,357,0,,,,,,,,moderate,8,
100%,2,2,,39.886802029617435,116.44677748036578,4,1,2,2,,$ 527.00,,,$ 686.00,$ 0.00,1,$ 0.00,1,1125,19,49,79,79,0,,,,,,,,moderate,2,
100%,2,2,101400,40.948523614648344,116.5170536455187,16,8,9,12,,$ 151.00,,,,,1,$ 0.00,1,1125,23,53,83,358,0,,,,,,,,flexible,2,
96%,23,23,100025,39.92135199472406,116.47926160810438,4,1,2,2,,$ 500.00,,,,$ 80.00,2,$ 40.00,1,1125,6,36,66,66,0,,,,,,,,strict_14_with_grace_period,19,
100%,2,2,10000,39.911097649698505,116.49943901642787,1,1,1,1,,$ 130.00,,,$ 800.00,$ 70.00,1,$ 0.00,1,1125,29,59,89,179,0,,,,,,,,flexible,2,
100%,1,1,100010,40.17019130713676,116.69159184398364,2,2,1,1,,$ 103.00,,,,,1,$ 0.00,1,10,25,55,85,175,0,,,,,,,,flexible,1,
100%,12,12,100088,39.974270506484416,116.34407861104529,5,1,2,3,,$ 698.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,strict_14_with_grace_period,12,
N/A,1,1,102202,40.17161907000906,116.37132150362284,4,1,2,2,,"$ 1,677.00",,,"$ 1,000.00",$ 0.00,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,strict_14_with_grace_period,1,
100%,10,10,100062,39.89533335107737,116.4277582488617,2,1,1,1,,$ 356.00,,,,,1,$ 0.00,1,1125,20,50,80,355,0,,,,,,,,moderate,10,
100%,1,1,100001,39.93930418547966,116.45105270503981,6,2,3,3,,"$ 1,978.00",,,$ 688.00,,1,$ 0.00,1,1125,18,48,78,353,5,100,10,10,10,10,10,10,flexible,1,5
100%,15,15,,39.9594346483509,116.27730481748658,2,1,1,1,,$ 301.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,15,
100%,2,2,101400,40.37910574678328,116.54402743150763,8,2,4,4,,"$ 2,184.00",,,,,1,$ 0.00,1,1125,16,46,76,166,0,,,,,,,,flexible,2,
100%,2,2,100096,39.97925653029629,116.46677062983106,2,1,1,1,,$ 205.00,,,,,1,$ 0.00,1,1125,16,46,76,166,1,100,10,8,10,10,10,8,flexible,2,1
71%,1,1,100020,39.90554561332678,116.44869164967939,2,1,1,1,,$ 185.00,,,,,1,$ 0.00,2,1125,24,41,71,161,0,,,,,,,,moderate,1,
N/A,5,5,101500,40.43779518497149,116.92738166483504,2,1,1,1,,$ 178.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,5,
N/A,5,5,101500,40.43699771410157,116.9286133080708,2,1,1,1,,$ 178.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,5,
100%,1,1,100032,39.87809461564575,116.34833036982141,1,2,1,1,,$ 130.00,,,,,1,$ 0.00,1,1125,16,29,59,149,0,,,,,,,,flexible,1,
N/A,5,5,100031,40.437728168278426,116.92490161959957,4,2,1,3,,$ 178.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,5,
100%,2,2,100009,39.940340746754245,116.39305798037863,3,1,1,1,,$ 418.00,,,,,1,$ 0.00,1,1125,21,51,81,356,0,,,,,,,,flexible,2,
100%,9,9,100000,39.904171897332816,116.40419211155024,2,1,1,1,,$ 370.00,"$ 1,166.00","$ 4,297.00",,$ 50.00,2,$ 100.00,3,1124,28,58,88,363,0,,,,,,,,moderate,8,
100%,3,3,100000,39.837934691171846,116.37242464488003,3,1,0,2,,$ 308.00,,,,$ 0.00,1,$ 0.00,1,1125,19,49,79,354,0,,,,,,,,flexible,3,
100%,3,3,100070,39.84307988831193,116.29813691690352,2,3.5,1,3,,$ 630.00,,,,,1,$ 100.00,1,1125,28,58,88,178,0,,,,,,,,flexible,3,
100%,2,2,100000,39.84318707449287,116.3868839547249,3,1,0,2,,$ 308.00,,,,,1,$ 0.00,1,1125,18,48,78,353,0,,,,,,,,flexible,2,
89%,4,4,100071,39.897232660082786,116.41884376927624,6,2,0,3,,$ 678.00,,,,,1,$ 0.00,1,1125,24,54,84,359,2,100,10,10,10,10,10,10,flexible,4,2
100%,2,2,100070,39.83826125536823,116.36765157955577,7,2,3,5,,$ 116.00,,,$ 0.00,,1,$ 118.00,2,1125,28,58,88,363,1,100,8,10,10,10,8,10,flexible,2,1
100%,9,9,100026,39.94687874024328,116.46789305930615,4,2,2,2,,$ 999.00,,,,,1,$ 0.00,14,1125,30,60,90,365,0,,,,,,,,flexible,8,
100%,10,10,100123,39.92137379156927,116.51527754691703,1,1,1,1,,$ 103.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,10,
100%,3,3,100096,40.00932418712953,116.50322992000034,2,1,1,2,,$ 137.00,,,$ 687.00,,1,$ 0.00,1,99,28,58,88,363,1,100,10,10,10,10,8,10,strict_14_with_grace_period,3,1
100%,10,10,100123,39.92204918442176,116.51451973280736,1,2,1,1,,$ 103.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,10,
100%,5,5,,39.92621591775683,116.61669151779206,2,1,1,1,,$ 185.00,,,,,2,$ 50.00,1,45,3,33,63,338,0,,,,,,,,moderate,5,
100%,1,1,,39.96047753995514,116.31424109236976,4,1,2,2,,$ 397.00,,,$ 700.00,$ 34.00,4,$ 80.00,1,30,30,60,90,90,0,,,,,,,,flexible,1,
100%,3,3,100070,39.84154725981327,116.29628543716936,4,1.5,2,4,,$ 698.00,,,,,1,$ 0.00,1,1125,28,58,88,178,0,,,,,,,,flexible,3,
100%,2,2,100096,39.98012378822097,116.46516019579136,2,1,1,1,,$ 226.00,,,,,1,$ 0.00,1,1125,18,48,78,168,3,100,10,10,10,10,10,10,flexible,2,3
100%,10,10,100123,39.92125127145492,116.51591825285803,1,2,1,1,,$ 103.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,10,
100%,2,2,100000,39.87571230150761,116.69624364542616,1,1,0,1,,$ 288.00,,,,,1,$ 0.00,1,1125,20,50,80,355,0,,,,,,,,flexible,2,
100%,10,10,100123,39.92113061029955,116.51625854071541,1,2,1,1,,$ 103.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,10,
100%,10,10,100123,39.92128817813457,116.51522491180097,1,2,1,1,,$ 103.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,10,
100%,2,2,100096,39.98135304576766,116.48512490669975,1,1,1,1,,$ 157.00,,,,,1,$ 0.00,1,15,16,46,76,76,1,100,10,10,10,10,10,10,flexible,2,1
100%,10,10,100025,39.92068707232331,116.51655680715432,1,1,1,1,,$ 130.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,10,
N/A,1,1,,39.76189089382665,115.76260910287711,8,4,7,7,,$ 199.00,,,$ 0.00,$ 0.00,1,$ 0.00,1,7,28,58,88,178,0,,,,,,,,flexible,1,
100%,10,10,100012,39.941955712612035,116.36548641408679,2,1,1,1,,$ 397.00,,,,,1,$ 0.00,1,1125,16,46,76,351,1,80,6,8,8,10,10,10,flexible,10,1
100%,6,6,100083,39.997905793095576,116.34481756421235,2,1,1,1,,$ 260.00,,,,,1,$ 0.00,1,1125,17,47,77,352,0,,,,,,,,flexible,6,
100%,6,6,100083,39.9995390919588,116.34358643345753,3,1,1,1,,$ 260.00,,,,,1,$ 0.00,1,1125,20,50,80,355,0,,,,,,,,flexible,6,
100%,1,1,100022,39.89441977424442,116.46473340224338,4,1,0,2,,$ 520.00,,,,,1,$ 0.00,1,1125,25,55,85,360,0,,,,,,,,moderate,1,
100%,4,4,100176,39.79382445074679,116.47822239730208,2,1,1,1,,$ 301.00,,,,,1,$ 0.00,1,1125,30,60,90,365,0,,,,,,,,flexible,3,
100%,2,2,100026,39.921598139210005,116.47357718026032,1,1,1,1,,$ 397.00,,,$ 700.00,,1,$ 0.00,1,1125,20,20,20,20,0,,,,,,,,flexible,1,
100%,1,1,10010,39.89451834631778,116.44508226359648,2,1,0,1,,$ 288.00,,,,,1,$ 0.00,1,1125,25,25,37,37,0,,,,,,,,flexible,1,
100%,47,47,100036,39.90488426460554,116.26980300689114,4,1,1,2,,$ 199.00,,,"$ 1,000.00",$ 80.00,1,$ 80.00,1,1125,0,0,2,260,0,,,,,,,,strict_14_with_grace_period,44,
100%,2,2,100011,39.90941384415459,116.48996344633615,6,1,2,2,,$ 589.00,,,,,1,$ 0.00,1,1125,26,56,86,86,0,,,,,,,,flexible,2,
N/A,2,2,,40.00672076729262,116.4680691208877,2,1,1,1,,$ 157.00,,,,,1,$ 0.00,1,1125,28,58,88,88,0,,,,,,,,flexible,1,
100%,1,1,100083,39.99503256567403,116.33939107155462,3,1,0,2,,$ 363.00,,,,,1,$ 0.00,1,1125,22,52,82,172,0,,,,,,,,flexible,1,
100%,4,4,100090,40.001905056739346,116.45969138035353,2,1,1,1,,$ 260.00,,,,,1,$ 0.00,2,1125,26,56,86,361,0,,,,,,,,strict_14_with_grace_period,4,
100%,4,4,100090,40.001327647202714,116.45999172741178,2,1,1,1,,$ 192.00,,,,,1,$ 0.00,1,1125,18,48,78,353,0,,,,,,,,strict_14_with_grace_period,4,
100%,4,4,100090,40.001717253211254,116.46110175969118,1,1,1,1,,$ 157.00,,,,,1,$ 0.00,1,1125,19,49,79,354,0,,,,,,,,strict_14_with_grace_period,4,
100%,2,2,100089,39.975549247706525,116.33405204664069,3,1,0,1,,$ 301.00,,,,,1,$ 0.00,1,1125,17,47,77,167,0,,,,,,,,flexible,1,
100%,3,3,100100,39.889756787789736,116.69167091552112,2,1,0,1,,$ 267.00,,,,,1,$ 0.00,1,1125,23,53,83,358,0,,,,,,,,flexible,3,
100%,9,9,100096,39.98375190144633,116.4915770590666,2,1,1,2,,$ 103.00,,,,,1,$ 0.00,2,1125,23,53,83,83,1,40,4,8,8,10,8,2,flexible,9,1
100%,10,10,100121,39.92012607598974,116.55963723933114,2,1,1,1,,$ 397.00,,,,,1,$ 0.00,1,7,29,59,89,179,0,,,,,,,,flexible,4,
100%,9,9,100096,39.98393012093523,116.49211644690406,2,1,1,2,,$ 110.00,,,,,1,$ 0.00,1,1125,27,57,87,87,0,,,,,,,,flexible,9,
100%,9,9,100096,39.98323885635101,116.48989477636682,1,2,1,1,,$ 157.00,,,$ 0.00,$ 0.00,1,$ 0.00,2,1125,27,57,87,87,0,,,,,,,,flexible,9,
100%,9,9,100096,39.983559280438406,116.48991950620541,2,1,1,2,,$ 110.00,,,,,1,$ 0.00,2,1125,25,55,85,85,0,,,,,,,,flexible,9,
100%,1,1,102300,39.887291539049734,116.10651040192579,2,1,1,1,,$ 82.00,,,,,1,$ 0.00,1,1125,29,59,89,179,0,,,,,,,,flexible,1,
100%,47,47,100080,39.90305078225609,116.27729541980426,8,2,4,4,,$ 698.00,,,"$ 1,000.00",$ 80.00,1,$ 80.00,1,1125,22,52,82,357,0,,,,,,,,strict_14_with_grace_period,44,
100%,1,1,100085,40.06844578081089,116.31289759600901,2,1,1,,,$ 171.00,,,,$ 34.00,1,$ 0.00,1,1125,17,47,77,167,0,,,,,,,,flexible,1,
80%,1,1,100096,39.98007449937341,116.46959306611882,1,1,1,1,,$ 130.00,,,,,1,$ 0.00,2,1125,11,11,11,11,0,,,,,,,,moderate,1,
100%,2,2,100022,39.896068450285235,116.46726804791138,6,1,2,2,,$ 589.00,,,,$ 100.00,1,$ 0.00,1,1125,21,51,81,171,0,,,,,,,,strict_14_with_grace_period,2,
